source_id,source_name,catalog,ra_deg,dec_deg,gaia_g_mag,gaia_bp_rp,parallax_mas,parallax_error_mas,x,y,aperture_radius,annulus_inner_radius,annulus_outer_radius,flux_red,flux_green,flux_blue,flux_luminance,flux_error_red,flux_error_green,flux_error_blue,flux_error_luminance,instrumental_mag_red,instrumental_mag_green,instrumental_mag_blue,instrumental_mag_luminance,instrumental_blue_minus_red,calibrated_mag_luminance,absolute_magnitude_proxy,plot_color_index,display_color_hex,snr_red,snr_green,snr_blue,snr_luminance,background_red,background_green,background_blue,background_luminance,is_saturated,used_for_zero_point,flags
3029538715061667200,3029538715061667200,gaia-dr3,115.7233753866,-14.76921734958,10.250845,0.157766,0.8551,0.0333000011742115,1267.978225424719,1874.4287116151388,5.0,8.0,12.0,821647.5630655213,1178737.2951792036,1467621.9591355019,1155666.654569112,1087.4757328109301,1340.6557351783667,1859.5049435286978,1397.707393382578,-14.786713928770446,-15.178542562002272,-15.416535503042342,-15.157081455976316,-0.6298215742718956,10.263315790440993,-0.07659967738799978,0.157766,#8fcdff,755.5548489727761,879.2244453587327,789.2541314520319,826.830179221056,265.10377337923273,322.17805201769806,388.2891953259241,329.4635599479079,False,True,
3029612176183531904,3029612176183531904,gaia-dr3,115.68395704512,-14.43363554496,10.18585,1.161922,0.8237,0.014000000432133675,487.88668450382175,1851.7694714997765,5.0,8.0,12.0,960391.5872578414,1012398.7321748567,902514.3141171578,958374.959237621,1221.8764253686343,1188.0202507220004,1134.7629261745265,1182.7270492768887,-14.95612086778073,-15.013378981550861,-14.888635246645892,-14.95383864448132,0.06748562113483736,10.46655860193599,0.04540393185441083,1.161922,#f2ffe3,785.9973130818821,852.1729588023331,795.3329222339709,810.3094960274774,287.65851344447583,263.040633474011,249.21772428089753,267.4018645333126,False,True,
3029161990589117440,3029161990589117440,gaia-dr3,115.70328730543,-14.86154647466,9.163766,0.383185,0.6944,0.021400000900030136,1476.768333792179,1811.7438949731775,5.0,8.0,12.0,1596444.4443600168,1984872.5554381516,2251660.3849047106,1945006.93828991,1927.169149039812,2285.7650433383847,3274.299560685997,2395.7993141792267,-15.507884524652342,-15.744331567109512,-15.881257217574841,-15.722302887233555,-0.37337269292249964,9.698094359183754,-1.0938570799740681,0.383185,#b5e1ff,828.3883358943481,868.3624597474917,687.6769651561649,811.8405105046318,520.3868347965181,590.0760485068895,710.9562535537407,598.4671253012493,False,True,
3029613997247318272,3029613997247318272,gaia-dr3,115.67388317006,-14.35181449099,8.296565,0.643992,3.7693,0.031700000166893005,297.56107866851636,1844.9370181197507,5.0,8.0,12.0,2284951.095397958,2579102.3962638336,2659279.9469024003,2505861.820990939,3549.368093546948,3896.2818997211452,4538.21893749087,4161.9424800832585,-15.897192273349363,-16.028671462411104,-16.06191014663399,-15.997392798293697,-0.16471787328462817,9.423004448123612,2.3043079705528307,0.643992,#dbf7ff,643.762786833012,661.9393726230174,585.9743620859081,602.0894889784278,923.4961622580886,942.2769425762817,1071.1329475510865,1003.3638502121903,False,True,
3029592007016292608,3029592007016292608,gaia-dr3,115.57746936278,-14.57508218895,9.583821,1.9825,0.6695,0.015799999237060547,793.3626365748024,1587.0007216076851,5.0,8.0,12.0,1256227.712897461,927265.9281338383,659216.2265151228,947720.3364019495,1450.1964160479763,1101.6094207098604,926.9247411953944,1129.1120967845304,-15.24767092471935,-14.91801075542281,-14.547569722296245,-14.94170049979034,0.7001012024231041,10.47869674662697,-0.39255034663289123,1.9825,#ffbc86,866.2465987337688,841.7374712866219,711.1863533440423,839.3500867636209,382.017593026394,272.21252110786736,237.87141609122045,295.452472071629,False,True,
3029226694277998080,3029226694277998080,gaia-dr3,115.33067813968,-14.68324721205,9.980659,1.313083,0.5087,0.03579999879002571,995.8143702132488,1016.4093465964203,5.0,8.0,12.0,1078015.6578556646,1036425.6240063418,946950.4225579908,1020460.2601221583,1230.1949875234254,1166.8698586792918,1124.6416360923326,1160.783111068914,-15.08156267223563,-15.038845354249808,-14.940818105446109,-15.021990241528533,0.14074456678952174,10.398407004888776,-1.0692843069544509,1.313083,#fff5e0,876.2965780131152,888.2101258313486,842.0019250294291,879.1136349170876,296.63211614009924,262.80534653691575,256.53295079246163,272.03650094626937,False,True,
3029155329101160448,3029155329101160448,gaia-dr3,115.73263834372,-15.00186006512,8.989179,0.676034,7.32,0.016599999740719795,1805.7557577407333,1849.5484603900725,5.0,8.0,12.0,1813510.1226679115,2049636.4365672967,2243931.4505909267,2035542.0257399778,2325.843436527044,2584.948021358331,3231.290421720258,2724.21120744256,-15.646299960180638,-15.779192082401144,-15.877523964030695,-15.771700183097263,-0.23122400385005726,9.648697063320046,3.971252468612006,0.676034,#cee9ff,779.7214955172777,792.9120506996732,694.4381834289949,747.2041889332464,582.8517019562423,603.3984465384856,673.1543401395902,621.7195577640086,False,True,
3029159310529547136,3029159310529547136,gaia-dr3,115.54938216328,-14.97327090105,10.488384,1.144218,0.5267,0.03139999881386757,1704.7807181314345,1447.5714347191417,5.0,8.0,12.0,893929.4966334616,872473.9043841169,863172.8904227997,876674.2151583364,1159.7783816655026,1125.1097770466638,1125.3337762559595,1119.0245757037444,-14.87825816938782,-14.85188111529161,-14.84024448012357,-14.85709558305879,0.038013689264250416,10.56330166335852,-0.8288817448540762,1.144218,#fff9f6,770.7761334107055,775.4566907011521,767.0372192103024,783.427133052019,298.87327762087807,268.36362659116276,268.825762483757,276.7931702057831,False,True,
3029225594766341248,3029225594766341248,gaia-dr3,115.37324182271,-14.71766921658,9.890633,1.630793,1.1696,0.015799999237060547,1083.0645858121995,1104.641627516106,5.0,8.0,12.0,1139868.4365237,905528.3050751722,703931.2886674894,916848.4564189482,1635.014559052155,1422.4446319293304,1599.4851499092022,1520.774471785184,-15.142136820031883,-14.892255075183536,-14.618825673391832,-14.905743895391304,0.5233111466400509,10.514653351026006,0.8548401490949313,1.630793,#ffcb9d,697.161031510631,636.6000368302283,440.0986709426152,602.8825926718062,360.93035986530595,291.03251591557637,267.21152930287644,301.22492122114636,False,True,
3029214084253818880,3029214084253818880,gaia-dr3,115.52468334833,-14.74265369991,10.539265,0.211136,0.6195,0.020099999383091927,1169.0557271610885,1437.1017346324752,5.0,8.0,12.0,658544.7360257624,948632.9011868874,1207439.8071219642,938720.2701290722,970.8620180050469,1161.9413823882876,1511.950118511362,1198.0883437197242,-14.546463206593813,-14.942745457747577,-15.204663724156458,-14.931340489615522,-0.6582005175626442,10.489056756801787,-0.5507366896378016,0.211136,#8bc8ff,678.3093002020593,816.4206177398039,798.5976470644329,783.5150680246269,240.03553712158464,282.62837779708207,347.2353326319717,283.416166882962,False,True,
